,Unnamed: 0,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Policy_Sales_Channel,Age_Bin,Vehicle_Damage_Age_Interaction,Response
20093,48248,1,30.0,1,0,0,152.0,0,0,0
20094,373739,1,41.0,1,1,0,124.0,2,0,0
20095,239424,1,28.0,0,0,1,152.0,0,0,0
20096,137416,1,36.0,1,0,0,152.0,0,0,0
20097,252012,1,8.0,1,0,0,151.0,0,0,0
20098,380753,1,8.0,0,1,1,124.0,1,1,0
20099,228415,1,39.0,1,0,0,160.0,0,0,0
20100,239487,1,12.0,1,0,0,160.0,0,0,0
20101,97380,1,41.0,0,0,0,152.0,0,0,0
20102,209404,1,28.0,0,1,0,122.0,2,0,0
20103,363286,1,36.0,1,0,0,152.0,0,0,0
20104,135275,1,0.0,0,1,1,26.0,2,2,0
20105,338881,1,28.0,0,1,1,26.0,2,2,0
20106,240417,1,30.0,1,1,0,152.0,1,0,0
20107,264661,1,30.0,1,1,0,122.0,2,0,0
20108,359087,1,49.0,0,1,1,156.0,0,0,0
20109,316657,1,6.0,1,0,0,152.0,0,0,0
20110,12875,1,35.0,1,0,0,152.0,0,0,0
20111,198775,1,28.0,1,1,0,124.0,2,0,0
20112,16718,1,15.0,1,0,0,152.0,0,0,0
20113,80792,1,4.0,1,1,0,124.0,2,0,0
20114,323924,1,28.0,0,2,1,124.0,2,2,0
20115,310829,1,46.0,0,1,1,26.0,2,2,0
20116,130759,1,15.0,1,1,0,124.0,2,0,0
20117,237651,1,28.0,1,1,0,125.0,1,0,0
20118,258846,1,28.0,0,1,1,122.0,2,2,0
20119,222878,1,43.0,0,0,1,152.0,0,0,0
20120,163769,1,46.0,1,1,0,26.0,2,0,0
20121,122645,1,39.0,0,0,1,151.0,0,0,0
20122,89038,1,29.0,1,0,0,152.0,0,0,0
20123,301860,1,3.0,1,1,0,26.0,1,0,0
20124,341031,1,28.0,1,1,0,55.0,2,0,0
20125,102166,1,9.0,0,0,1,152.0,0,0,0
20126,285007,1,11.0,1,0,0,152.0,0,0,0
20127,334064,1,28.0,0,1,1,124.0,2,2,0
20128,114384,1,46.0,1,0,0,152.0,0,0,0
20129,242649,1,8.0,1,1,0,124.0,2,0,0
20130,68796,1,30.0,0,1,1,154.0,1,1,0
20131,255538,1,4.0,1,0,0,152.0,0,0,0
20132,372552,1,37.0,0,0,1,152.0,0,0,0
20133,330311,1,39.0,0,2,1,150.0,2,2,0
20134,1190,1,8.0,1,0,0,152.0,0,0,0
20135,108321,1,28.0,1,1,0,26.0,2,0,0
20136,150034,1,8.0,1,0,0,152.0,1,0,0
20137,91638,1,30.0,1,0,0,152.0,1,0,0
20138,69716,1,21.0,1,0,0,152.0,0,0,0
20139,269756,1,37.0,0,0,1,152.0,0,0,0
20140,14946,1,37.0,1,0,1,151.0,0,0,0
20141,23443,1,49.0,1,0,0,152.0,0,0,0
20142,146919,1,15.0,0,0,0,152.0,0,0,0
20143,16814,1,33.0,0,1,0,138.0,2,0,0
20144,170113,1,8.0,1,1,0,26.0,2,0,0
20145,225962,1,9.0,1,1,0,26.0,2,0,0
20146,297715,1,28.0,0,1,1,124.0,2,2,0
20147,229178,1,28.0,0,1,1,124.0,0,0,0
20148,106865,1,28.0,1,1,0,124.0,2,0,0
20149,276905,1,28.0,0,1,1,26.0,2,2,0
20150,48492,1,28.0,0,1,1,13.0,2,2,0
20151,116251,1,13.0,0,2,1,124.0,2,2,0
20152,63203,1,30.0,1,1,0,124.0,1,0,0
20153,308674,1,15.0,0,0,1,26.0,0,0,0
20154,132596,1,43.0,0,0,1,152.0,0,0,0
20155,294084,1,8.0,1,1,0,30.0,2,0,0
20156,1093,1,31.0,0,1,1,124.0,2,2,0
20157,356022,1,8.0,0,1,1,124.0,1,1,0
20158,91151,1,8.0,1,0,0,152.0,0,0,0
20159,370646,1,46.0,1,0,0,26.0,1,0,0
20160,228461,1,39.0,0,1,0,156.0,1,0,0
20161,256284,1,50.0,0,0,1,124.0,1,1,0
20162,266570,1,6.0,1,0,0,152.0,1,0,0
20163,27027,1,35.0,1,0,0,152.0,0,0,0
20164,346750,1,12.0,1,0,1,152.0,0,0,0
20165,305938,1,20.0,1,1,0,124.0,2,0,0
20166,66420,1,28.0,0,1,1,26.0,2,2,0
20167,148554,1,29.0,1,0,0,152.0,0,0,0
20168,155834,1,27.0,0,1,1,156.0,0,0,0
20169,221278,1,28.0,1,1,0,122.0,1,0,0
20170,116611,1,41.0,1,0,0,160.0,0,0,0
20171,75074,1,25.0,0,0,0,152.0,1,0,0
20172,104872,1,25.0,0,1,1,156.0,1,1,0
20173,48500,1,28.0,1,1,0,26.0,2,0,0
20174,167898,1,23.0,1,0,0,152.0,1,0,0
20175,336393,1,36.0,0,1,0,124.0,2,0,0
20176,107297,1,15.0,0,1,1,124.0,2,2,0
20177,312476,1,8.0,1,0,0,152.0,0,0,0
20178,335023,1,4.0,0,1,1,156.0,2,2,0
20179,50764,1,30.0,0,1,1,163.0,2,2,0
20180,27426,1,11.0,1,0,0,152.0,1,0,0
20181,103431,1,29.0,1,0,0,152.0,0,0,0
20182,368629,1,41.0,0,1,1,12.0,2,2,0
20183,78047,1,11.0,1,0,0,160.0,0,0,0
20184,20240,1,13.0,1,1,0,26.0,2,0,0
20185,174562,1,9.0,0,0,1,152.0,0,0,0
20186,239214,1,39.0,0,1,1,124.0,1,1,0
20187,13035,1,11.0,0,1,1,156.0,2,2,0
20188,255449,1,18.0,1,0,0,152.0,0,0,0
20189,316315,1,35.0,1,0,0,152.0,0,0,0
20190,200699,1,19.0,0,1,1,124.0,1,1,0
20191,326426,1,10.0,1,0,0,154.0,0,0,0
20192,220159,1,15.0,1,0,0,152.0,0,0,0
20193,172590,1,33.0,1,0,0,152.0,0,0,0
20194,287192,1,15.0,0,0,1,152.0,0,0,0
20195,216580,1,8.0,0,2,1,124.0,2,2,0
20196,197600,1,30.0,1,0,0,152.0,1,0,0
20197,23019,1,8.0,1,1,0,152.0,2,0,0
20198,107149,1,24.0,1,0,0,152.0,0,0,0
20199,347103,1,8.0,1,0,0,152.0,0,0,0
20200,27843,1,46.0,0,1,1,124.0,1,1,0
20201,327623,1,50.0,1,0,0,152.0,0,0,0
20202,128058,1,16.0,0,0,1,160.0,0,0,0
20203,113531,1,32.0,1,0,0,152.0,0,0,0
20204,365568,1,21.0,0,1,0,122.0,1,0,0
20205,110454,1,8.0,1,1,0,124.0,2,0,0
20206,311986,1,46.0,0,1,1,11.0,1,1,0
20207,101850,1,16.0,1,1,0,124.0,2,0,0
20208,56563,1,15.0,1,0,0,152.0,0,0,0
20209,163316,1,28.0,1,0,0,160.0,0,0,0
20210,62329,1,29.0,1,0,0,152.0,0,0,0
20211,170510,1,41.0,1,1,0,26.0,2,0,0
20212,270236,1,35.0,1,0,1,152.0,1,1,0
20213,173601,1,28.0,0,1,1,55.0,2,2,0
20214,113564,1,28.0,1,1,0,124.0,1,0,0
20215,267854,1,11.0,0,1,1,156.0,2,2,0
20216,313484,1,28.0,1,1,0,26.0,2,0,0
20217,136451,1,50.0,1,1,0,157.0,2,0,0
20218,258787,1,37.0,1,1,0,152.0,2,0,0
20219,249446,1,41.0,1,1,0,124.0,2,0,0
20220,24431,1,14.0,1,0,0,152.0,0,0,0
20221,349263,1,28.0,0,1,1,122.0,1,1,0
20222,376581,1,39.0,0,0,1,152.0,0,0,0
20223,222574,1,8.0,1,0,0,152.0,0,0,0
20224,62046,1,28.0,1,0,0,151.0,0,0,0
20225,316856,1,28.0,1,1,0,124.0,2,0,0
20226,146217,1,8.0,1,1,1,26.0,2,2,0
20227,81399,1,30.0,0,1,1,152.0,2,2,0
20228,247525,1,6.0,1,0,0,152.0,0,0,0
20229,232338,1,13.0,0,0,1,152.0,0,0,0
20230,316446,1,28.0,1,0,0,152.0,0,0,0
20231,220926,1,41.0,1,1,0,152.0,2,0,0
20232,132915,1,28.0,1,1,0,124.0,2,0,0
20233,376091,1,30.0,0,1,1,37.0,2,2,0
20234,263239,1,15.0,1,0,0,152.0,0,0,0
20235,74968,1,28.0,0,1,1,160.0,1,1,0
20236,47009,1,25.0,0,0,0,152.0,0,0,0
20237,377161,1,46.0,1,0,0,152.0,1,0,0
20238,278008,1,28.0,0,1,1,26.0,2,2,0
20239,152456,1,28.0,0,1,0,124.0,2,0,0
20240,271126,1,28.0,1,1,0,124.0,1,0,0
20241,91931,1,28.0,0,1,1,156.0,2,2,0
20242,361611,1,28.0,0,1,1,124.0,2,2,0
20243,55215,1,41.0,0,0,1,157.0,1,1,0
20244,324208,1,46.0,0,1,0,124.0,2,0,0
20245,215964,1,30.0,1,0,0,156.0,0,0,0
20246,3708,1,8.0,0,1,1,124.0,2,2,0
20247,283993,1,33.0,1,0,0,152.0,1,0,0
20248,11603,1,36.0,1,0,0,152.0,0,0,0
20249,115724,1,4.0,0,1,1,26.0,2,2,0
20250,103982,1,28.0,0,1,1,124.0,0,0,0
20251,354041,1,11.0,1,0,0,152.0,0,0,0
20252,263449,1,28.0,1,1,0,124.0,2,0,0
20253,177924,1,30.0,0,1,1,154.0,2,2,0
20254,49956,1,28.0,0,1,1,26.0,2,2,0
20255,356550,1,28.0,0,1,1,26.0,2,2,0
20256,4785,1,47.0,1,0,0,26.0,0,0,0
20257,287234,1,28.0,0,1,1,24.0,2,2,0
20258,224179,1,33.0,0,0,0,152.0,0,0,0
20259,194471,1,28.0,1,0,0,152.0,0,0,0
20260,178415,1,39.0,0,2,1,26.0,2,2,0
20261,379162,1,15.0,0,0,1,152.0,1,1,0
20262,102591,1,10.0,1,0,0,152.0,0,0,0
20263,40961,1,6.0,1,0,0,152.0,0,0,0
20264,196018,1,10.0,1,0,0,152.0,0,0,0
20265,75876,1,47.0,1,0,0,152.0,0,0,0
20266,371081,1,8.0,1,0,0,152.0,0,0,0
20267,215764,1,18.0,1,0,0,152.0,0,0,0
20268,279666,1,11.0,1,1,1,124.0,2,2,0
20269,241256,1,10.0,1,1,1,26.0,2,2,0
20270,122433,1,36.0,1,0,0,152.0,1,0,0
20271,230000,1,28.0,1,1,0,154.0,2,0,0
20272,40685,1,28.0,1,0,0,152.0,1,0,0
20273,326142,1,8.0,0,1,1,26.0,2,2,0
20274,152226,1,8.0,1,0,0,152.0,0,0,0
20275,159337,1,11.0,0,1,1,163.0,2,2,0
20276,199311,1,36.0,0,0,0,152.0,0,0,0
20277,68202,1,33.0,1,1,0,152.0,2,0,0
20278,239073,1,46.0,0,0,1,152.0,0,0,0
20279,344063,1,26.0,0,0,1,152.0,0,0,0
20280,6877,1,28.0,0,1,1,26.0,1,1,0
20281,334350,1,10.0,0,1,1,163.0,2,2,0
20282,14382,1,3.0,1,0,0,152.0,0,0,0
20283,26314,1,3.0,0,1,1,26.0,2,2,0
20284,283375,1,18.0,1,0,0,152.0,0,0,0
20285,110539,1,11.0,1,1,0,26.0,2,0,0
20286,94233,1,50.0,1,0,0,152.0,0,0,0
20287,109979,1,28.0,1,1,0,125.0,2,0,0
20288,347866,1,28.0,0,1,1,26.0,2,2,0
20289,211165,1,28.0,0,1,1,156.0,1,1,0
20290,69927,1,41.0,1,0,0,152.0,1,0,0
20291,293729,1,10.0,1,0,0,152.0,0,0,0
20292,200513,1,28.0,0,0,1,160.0,0,0,0
20293,98135,1,28.0,0,1,1,124.0,1,1,0
20294,276082,1,23.0,1,0,0,160.0,0,0,0
20295,182686,1,45.0,0,1,1,26.0,1,1,0
20296,73495,1,0.0,0,1,1,26.0,1,1,0
20297,19871,1,28.0,1,1,0,26.0,2,0,0
20298,180670,1,32.0,0,0,0,152.0,1,0,0
20299,23567,1,28.0,0,1,1,26.0,2,2,0
20300,337380,1,41.0,1,0,0,152.0,0,0,0
20301,333129,1,8.0,0,1,1,124.0,2,2,0
20302,329771,1,30.0,1,0,0,152.0,0,0,0
20303,380793,1,28.0,1,1,0,120.0,2,0,0
20304,59559,1,37.0,1,1,0,26.0,2,0,0
20305,13814,1,50.0,1,1,0,26.0,2,0,0
20306,66976,1,28.0,0,1,0,124.0,2,0,0
20307,255624,1,12.0,1,0,0,152.0,0,0,0
20308,28371,1,30.0,1,1,0,124.0,2,0,0
20309,263770,1,8.0,1,0,0,152.0,1,0,0
20310,148510,1,28.0,0,1,1,125.0,2,2,0
20311,379292,1,41.0,1,1,1,26.0,2,2,0
20312,367904,1,24.0,1,1,1,124.0,2,2,0
20313,54847,1,15.0,0,0,1,152.0,0,0,0
20314,95292,1,47.0,1,1,0,122.0,2,0,0
20315,33894,1,20.0,0,1,1,124.0,2,2,0
20316,222344,1,28.0,0,1,1,124.0,2,2,0
20317,131292,1,10.0,1,0,0,152.0,1,0,0
20318,111793,1,47.0,0,0,1,152.0,0,0,0
20319,109899,1,23.0,0,1,0,26.0,2,0,0
20320,128820,1,36.0,0,0,1,152.0,0,0,0
20321,112054,1,34.0,1,0,0,152.0,0,0,0
20322,364325,1,37.0,0,0,1,26.0,1,1,0
20323,185843,1,8.0,0,0,1,152.0,1,1,0
20324,337326,1,43.0,0,0,0,160.0,0,0,0
20325,93168,1,28.0,0,1,1,122.0,2,2,0
20326,321124,1,4.0,1,1,0,26.0,1,0,0
20327,134529,1,41.0,1,0,0,152.0,0,0,0
20328,191607,1,50.0,1,1,0,8.0,1,0,0
20329,369750,1,29.0,1,0,0,152.0,0,0,0
20330,232179,1,37.0,0,0,0,152.0,0,0,0
20331,291778,1,14.0,0,1,1,124.0,2,2,0
20332,252627,1,8.0,1,1,0,124.0,2,0,0
20333,76283,1,11.0,1,1,0,26.0,1,0,0
20334,316651,1,28.0,0,1,1,26.0,2,2,0
20335,20425,1,27.0,0,0,1,152.0,0,0,0
20336,377653,1,28.0,1,1,0,26.0,2,0,0
20337,164422,1,42.0,0,0,1,152.0,0,0,0
20338,367385,1,11.0,1,0,0,152.0,0,0,0
20339,294286,1,29.0,0,1,1,26.0,2,2,0
20340,35597,1,28.0,1,1,0,26.0,2,0,0
20341,118215,1,48.0,0,1,0,26.0,2,0,0
20342,47136,1,41.0,1,0,0,163.0,0,0,0
20343,315154,1,28.0,0,0,1,152.0,0,0,0
20344,240820,1,41.0,1,0,0,152.0,0,0,0
20345,83756,1,5.0,1,0,0,152.0,0,0,0
20346,90333,1,28.0,1,1,1,156.0,2,2,0
20347,54585,1,28.0,1,0,0,152.0,1,0,0
20348,171183,1,35.0,1,0,0,152.0,0,0,0
20349,242877,1,28.0,0,0,1,152.0,1,1,0
20350,260443,1,46.0,1,1,0,26.0,2,0,0
20351,70629,1,46.0,0,1,1,26.0,2,2,0
20352,249639,1,33.0,1,0,0,151.0,0,0,0
20353,340523,1,15.0,0,0,0,160.0,0,0,0
20354,233207,1,36.0,1,0,0,152.0,0,0,0
20355,201975,1,33.0,0,1,1,163.0,2,2,0
20356,106228,1,28.0,1,1,1,26.0,2,2,0
20357,106746,1,41.0,0,1,0,157.0,1,0,0
20358,191918,1,3.0,1,0,1,152.0,0,0,0
20359,99002,1,28.0,0,1,1,26.0,2,2,0
20360,172533,1,45.0,1,0,0,152.0,0,0,0
20361,298856,1,45.0,0,0,1,160.0,0,0,0
20362,16269,1,28.0,0,0,1,152.0,0,0,0
20363,322135,1,15.0,1,0,0,152.0,0,0,0
20364,329969,1,28.0,0,0,1,124.0,2,2,0
20365,285957,1,28.0,0,1,1,26.0,1,1,0
20366,284776,1,8.0,0,2,1,7.0,2,2,0
20367,74514,1,7.0,0,1,1,26.0,2,2,0
20368,224729,1,28.0,1,1,0,124.0,2,0,0
20369,364804,1,6.0,0,0,1,152.0,0,0,0
20370,46220,1,29.0,1,1,0,124.0,2,0,0
20371,14978,1,46.0,1,0,0,152.0,0,0,0
20372,293541,1,28.0,0,1,1,122.0,2,2,0
20373,229137,1,28.0,1,1,0,26.0,2,0,0
20374,245521,1,43.0,1,0,0,152.0,0,0,0
20375,99640,1,46.0,0,0,1,160.0,1,1,0
20376,360547,1,48.0,1,1,1,124.0,2,2,0
20377,229638,1,28.0,1,1,0,26.0,2,0,0
20378,86408,1,14.0,1,0,0,152.0,0,0,0
20379,223701,1,45.0,1,0,0,152.0,0,0,0
20380,268836,1,28.0,0,1,1,26.0,2,2,0
20381,20136,1,28.0,0,0,1,124.0,0,0,0
20382,362181,1,28.0,1,1,0,122.0,2,0,0
20383,246766,1,28.0,0,1,1,124.0,1,1,0
20384,193520,1,29.0,1,0,0,152.0,0,0,0
20385,189092,1,28.0,0,0,1,152.0,0,0,0
20386,303421,1,28.0,1,0,0,152.0,0,0,0
20387,221292,1,28.0,0,1,1,13.0,2,2,0
20388,165810,1,28.0,0,1,1,26.0,2,2,0
20389,371753,1,30.0,1,1,0,152.0,2,0,0
20390,212701,1,28.0,0,1,1,124.0,2,2,0
20391,254252,1,41.0,1,0,0,152.0,1,0,0
20392,282260,1,33.0,0,0,1,152.0,0,0,0
20393,127440,1,10.0,0,1,1,124.0,1,1,0
20394,179135,1,14.0,1,1,0,124.0,1,0,0
20395,362581,1,29.0,0,2,1,26.0,2,2,0
20396,7639,1,11.0,0,1,1,26.0,2,2,0
20397,144950,1,48.0,0,1,0,15.0,2,0,0
20398,118326,1,16.0,0,1,1,26.0,2,2,0
20399,354088,1,36.0,0,0,1,152.0,0,0,0
20400,142841,1,26.0,1,0,0,152.0,0,0,0
20401,238936,1,28.0,1,1,0,152.0,2,0,0
20402,338393,1,27.0,1,0,0,151.0,0,0,0
20403,91099,1,6.0,1,0,0,152.0,0,0,0
20404,54459,1,2.0,0,1,1,152.0,1,1,0
20405,138975,1,28.0,1,0,0,152.0,0,0,0
20406,366976,1,8.0,1,0,0,152.0,0,0,0
20407,151280,1,22.0,0,1,1,124.0,1,1,0
20408,307593,1,17.0,0,0,1,152.0,0,0,0
20409,109116,1,28.0,0,1,1,26.0,2,2,0
20410,34268,1,27.0,1,0,0,152.0,0,0,0
20411,74682,1,46.0,1,1,0,11.0,1,0,0
20412,130093,1,14.0,1,0,1,152.0,0,0,0
20413,315025,1,28.0,1,0,0,151.0,1,0,0
20414,328637,1,46.0,1,0,0,152.0,0,0,0
20415,71350,1,28.0,0,1,1,122.0,2,2,0
20416,289921,1,8.0,1,1,0,124.0,2,0,0
20417,64226,1,43.0,0,1,1,124.0,2,2,0
20418,243893,1,15.0,1,0,0,152.0,0,0,0
20419,104125,1,4.0,0,2,1,157.0,2,2,0
20420,115542,1,29.0,0,1,1,154.0,2,2,0
20421,110668,1,27.0,1,1,0,26.0,2,0,0
20422,105037,1,45.0,1,0,0,152.0,0,0,0
20423,277175,1,46.0,1,0,0,152.0,0,0,0
20424,266867,1,28.0,0,1,1,26.0,2,2,0
20425,70264,1,24.0,0,0,1,152.0,0,0,0
20426,359545,1,10.0,1,0,0,152.0,0,0,0
20427,216605,1,28.0,0,0,0,152.0,0,0,0
20428,292847,1,35.0,0,0,1,157.0,1,1,0
20429,159473,1,41.0,1,0,0,152.0,0,0,0
20430,45126,1,28.0,0,1,1,26.0,2,2,0
20431,168733,1,46.0,1,0,0,152.0,1,0,0
20432,137709,1,3.0,0,0,0,160.0,0,0,0
20433,357730,1,47.0,1,0,0,152.0,0,0,0
20434,352894,1,28.0,0,1,1,122.0,2,2,0
20435,61313,1,7.0,1,1,0,124.0,2,0,0
20436,26503,1,28.0,1,0,0,26.0,0,0,0
20437,244118,1,8.0,1,1,0,29.0,2,0,0
20438,379058,1,6.0,1,0,0,152.0,0,0,0
20439,173148,1,41.0,0,1,0,26.0,1,0,0
20440,211623,1,9.0,1,0,0,153.0,0,0,0
20441,8670,1,28.0,1,0,0,152.0,0,0,0
20442,68296,1,28.0,0,1,1,124.0,2,2,0
20443,43868,1,46.0,0,1,1,91.0,1,1,0
20444,28073,1,19.0,1,0,0,152.0,0,0,0
20445,352925,1,28.0,0,1,1,26.0,2,2,0
20446,323114,1,27.0,1,0,0,152.0,0,0,0
20447,225614,1,41.0,1,0,0,152.0,0,0,0
20448,33876,1,3.0,1,1,0,24.0,1,0,0
20449,351894,1,28.0,0,1,1,124.0,2,2,0
20450,28989,1,33.0,1,0,0,160.0,0,0,0
20451,15998,1,31.0,1,1,0,9.0,2,0,0
20452,189093,1,28.0,0,1,1,124.0,2,2,0
20453,271982,1,29.0,1,1,0,26.0,2,0,0
20454,92628,1,34.0,0,1,1,156.0,2,2,0
20455,73630,1,8.0,0,0,1,152.0,0,0,0
20456,5050,1,35.0,1,0,0,152.0,0,0,0
20457,193815,1,16.0,1,1,0,152.0,1,0,0
20458,351455,1,8.0,1,0,0,160.0,0,0,0
20459,113584,1,21.0,1,0,0,152.0,0,0,0
20460,102218,1,18.0,0,0,1,156.0,1,1,0
20461,289977,1,46.0,1,0,0,152.0,0,0,0
20462,153251,1,8.0,0,2,1,157.0,2,2,0
20463,236141,1,28.0,0,2,1,124.0,1,1,0
20464,134847,1,49.0,0,0,0,152.0,1,0,0
20465,266095,1,39.0,0,1,1,26.0,2,2,0
20466,323605,1,6.0,0,0,1,160.0,0,0,0
20467,139165,1,28.0,0,1,1,26.0,2,2,0
20468,316655,1,28.0,0,1,1,26.0,2,2,0
20469,320925,1,27.0,1,0,0,151.0,0,0,0
20470,297294,1,28.0,0,1,1,124.0,2,2,0
20471,265743,1,8.0,1,0,0,152.0,0,0,0
20472,35264,1,11.0,0,1,1,157.0,1,1,0
20473,317322,1,28.0,0,1,1,124.0,2,2,0
20474,151742,1,28.0,0,1,1,124.0,2,2,0
20475,93686,1,43.0,1,0,0,152.0,0,0,0
20476,12449,1,28.0,0,1,1,124.0,2,2,0
20477,351400,1,46.0,1,1,0,124.0,2,0,0
20478,118632,1,8.0,0,1,1,26.0,2,2,0
20479,97995,1,28.0,0,1,1,26.0,2,2,0
20480,241705,1,11.0,1,1,0,124.0,2,0,0
20481,190484,1,37.0,1,0,0,152.0,0,0,0
20482,314601,1,16.0,1,1,0,152.0,2,0,0
20483,240991,1,31.0,1,1,0,124.0,2,0,0
20484,130292,1,46.0,1,0,0,152.0,1,0,0
20485,374393,1,41.0,0,1,1,157.0,2,2,0
20486,302048,1,28.0,0,0,1,152.0,0,0,0
20487,250695,1,2.0,0,0,1,160.0,0,0,0
20488,179857,1,38.0,0,1,1,154.0,1,1,0
20489,237777,1,8.0,0,1,0,124.0,2,0,0
20490,341976,1,7.0,1,1,0,26.0,2,0,0
20491,282208,1,39.0,0,0,1,152.0,1,1,0
20492,19065,1,30.0,0,1,1,124.0,1,1,0
20493,190530,1,11.0,0,1,1,26.0,2,2,0
20494,60162,1,47.0,1,1,0,124.0,2,0,0
20495,136450,1,28.0,1,1,0,122.0,2,0,0
20496,285526,1,48.0,0,1,1,26.0,2,2,0
20497,241386,1,28.0,0,1,1,26.0,1,1,0
20498,130067,1,36.0,1,0,0,152.0,0,0,0
20499,274362,1,28.0,0,1,1,124.0,2,2,0
20500,280327,1,48.0,0,1,1,120.0,2,2,0
20501,305238,1,41.0,1,0,0,152.0,0,0,0
20502,131512,1,28.0,0,0,1,124.0,1,1,0
20503,320562,1,37.0,1,0,0,152.0,1,0,0
20504,286364,1,29.0,1,0,0,152.0,0,0,0
20505,304287,1,30.0,1,1,0,152.0,2,0,0
20506,85527,1,3.0,0,1,1,124.0,2,2,0
20507,15026,1,7.0,0,0,0,156.0,0,0,0
20508,99494,1,6.0,1,0,0,26.0,0,0,0
20509,171258,1,50.0,1,0,0,152.0,0,0,0
20510,167671,1,14.0,1,0,0,152.0,0,0,0
20511,233976,1,41.0,0,1,1,26.0,0,0,0
20512,314721,1,28.0,0,2,1,26.0,2,2,0
20513,149755,1,28.0,0,1,1,124.0,2,2,0
20514,34996,1,28.0,0,1,1,124.0,1,1,0
20515,87236,1,8.0,0,1,1,26.0,2,2,0
20516,345083,1,46.0,0,0,1,160.0,0,0,0
20517,71308,1,41.0,1,1,1,124.0,2,2,0
20518,101252,1,8.0,1,0,0,152.0,0,0,0
20519,241294,1,46.0,1,0,0,152.0,1,0,0
20520,178481,1,46.0,0,1,1,154.0,2,2,0
20521,204025,1,29.0,1,1,0,26.0,2,0,0
20522,379041,1,28.0,0,1,1,26.0,2,2,0
20523,220133,1,29.0,1,0,0,152.0,0,0,0
20524,242521,1,19.0,1,0,0,152.0,0,0,0
20525,260741,1,2.0,0,0,1,160.0,0,0,0
20526,177277,1,28.0,0,1,1,124.0,2,2,0
20527,309288,1,28.0,0,1,1,26.0,2,2,0
20528,315770,1,8.0,1,0,0,152.0,0,0,0
20529,276138,1,50.0,1,0,0,152.0,1,0,0
20530,17901,1,50.0,1,0,0,152.0,0,0,0
20531,339290,1,28.0,0,1,1,55.0,2,2,0
20532,241937,1,41.0,1,0,0,152.0,0,0,0
20533,71004,1,46.0,1,0,0,152.0,0,0,0
20534,132229,1,35.0,0,0,1,124.0,1,1,0
20535,329880,1,28.0,0,1,1,122.0,2,2,0
20536,48426,1,39.0,0,1,1,26.0,2,2,0
20537,57896,1,8.0,1,1,0,124.0,2,0,0
20538,77256,1,28.0,1,1,0,124.0,1,0,0
20539,45470,1,16.0,1,0,0,152.0,0,0,0
20540,33234,1,46.0,1,0,0,152.0,0,0,0
20541,128975,1,28.0,0,0,1,163.0,0,0,0
20542,214095,1,41.0,1,0,0,152.0,0,0,0
20543,19489,1,30.0,1,0,0,152.0,1,0,0
20544,353198,1,14.0,1,0,0,152.0,0,0,0
20545,201444,1,28.0,1,1,0,26.0,2,0,0
20546,184882,1,36.0,0,0,0,152.0,0,0,0
20547,369950,1,50.0,0,0,1,160.0,0,0,0
20548,95627,1,8.0,0,0,1,157.0,0,0,0
20549,333114,1,28.0,1,1,0,26.0,2,0,0
20550,101856,1,49.0,0,0,0,152.0,0,0,0
20551,284174,1,2.0,0,1,1,124.0,2,2,0
20552,57885,1,28.0,0,1,1,122.0,2,2,0
20553,103481,1,27.0,0,0,1,26.0,0,0,0
20554,241793,1,36.0,1,0,0,26.0,0,0,0
20555,317339,1,8.0,1,0,0,152.0,0,0,0
20556,210499,1,49.0,0,0,1,152.0,0,0,0
20557,1486,1,3.0,1,0,0,152.0,0,0,0
20558,363631,1,8.0,1,1,0,26.0,2,0,0
20559,69572,1,26.0,0,2,1,124.0,2,2,0
20560,37037,1,28.0,0,0,1,26.0,1,1,0
20561,214574,1,10.0,1,0,0,152.0,0,0,0
20562,127877,1,28.0,0,1,1,26.0,1,1,0
20563,77406,1,44.0,1,0,0,152.0,0,0,0
20564,373131,1,8.0,1,0,0,152.0,0,0,0
20565,119211,1,50.0,1,0,0,152.0,0,0,0
20566,21348,1,28.0,1,1,1,156.0,0,0,0
20567,273462,1,28.0,0,1,1,26.0,2,2,0
20568,53000,1,28.0,0,1,1,26.0,1,1,0
20569,156656,1,28.0,0,1,1,26.0,2,2,0
20570,172619,1,47.0,0,1,1,124.0,1,1,0
20571,303581,1,8.0,0,1,1,26.0,2,2,0
20572,255194,1,36.0,1,0,0,152.0,0,0,0
20573,162398,1,45.0,0,0,1,152.0,0,0,0
20574,278871,1,6.0,0,0,0,152.0,0,0,0
20575,369262,1,21.0,1,0,0,152.0,0,0,0
20576,133091,1,8.0,0,1,1,25.0,2,2,0
20577,95429,1,45.0,1,0,0,152.0,0,0,0
20578,311991,1,34.0,0,1,1,124.0,2,2,0
20579,275933,1,13.0,1,1,0,26.0,2,0,0
20580,284393,1,28.0,0,1,1,124.0,2,2,0
20581,152130,1,50.0,1,0,0,152.0,0,0,0
20582,371619,1,49.0,0,0,0,160.0,0,0,0
20583,310323,1,28.0,0,2,1,124.0,2,2,0
20584,304427,1,41.0,1,1,0,26.0,2,0,0
20585,230549,1,20.0,0,0,1,26.0,1,1,0
20586,120103,1,48.0,0,1,1,15.0,2,2,0
20587,71771,1,28.0,1,1,0,26.0,2,0,0
20588,221767,1,7.0,0,1,1,26.0,2,2,0
